longitude,latitude,journey
13.756482171881725,56.15500652401887,9307090042
13.158807555651778,55.36705374271563,8707186239
14.150890067003925,56.02713300026566,9004283241
13.16060069672036,55.37182972098381,8707186239
13.825262966154284,55.419706692082755,8623993070
13.160759497192073,55.37065745733021,8707186239
12.693781851785891,56.046124122533406,8324181216
13.191632788243673,55.712161374890755,8121680000
13.165690444536585,55.37409971399161,8707186239
12.688779543601141,56.04121206557278,8324181216
12.695030456972521,56.042947950883544,8324181216
14.157686475192063,56.03543924635314,9004283241
12.700652525167095,56.044243637077315,8324181216
12.694199607457408,56.04820434484638,8324181216
12.997740994306314,55.610421716057616,8000087071
13.830221648229903,55.43289152942892,8623993070
12.69353088898098,56.03789268922547,8324181216
12.996599442162356,55.6089636597468,8000087071
13.825585740865414,55.427656288261566,8623993070
12.995270256796465,55.612572662344036,8000087071
13.76682688259995,56.160415022109845,9307090042
13.76714386357216,56.151946050932004,9307090042
13.18358924594077,55.70089937137062,8121680000
12.69498734748472,56.043053907885344,8324181216
13.821106828021838,55.42667164507103,8623993070
14.154538122882304,56.03661208140055,9004283241
13.820848194701938,55.42610126727216,8623993070
13.82085602944131,55.43228920566311,8623993070
13.166122426413622,55.37610412099866,8707186239
13.763508161958153,56.16049417682419,9307090042
13.825878262817508,55.42726480690957,8623993070
12.696309918811968,56.04561207070142,8324181216
13.158239441857074,55.37335708294025,8707186239
13.002310262099106,55.61614060537918,8000087071
13.159819255291126,55.367670910032366,8707186239
12.695438387042243,56.042164580170386,8324181216
13.002014334502366,55.612767207061914,8000087071
12.697097008424034,56.04807557230318,8324181216
13.823681805474882,55.4259461096496,8623993070
13.825371061520002,55.425711839215715,8623993070
14.153872955286882,56.03101498396006,9004283241
12.70108218310138,56.043615508340494,8324181216
14.146201646190116,56.030847864908246,9004283241
13.18707542284842,55.70302641879314,8121680000
14.154257263548319,56.031200286114085,9004283241
13.186367906783119,55.70650530874014,8121680000
13.185308988850476,55.70954208940782,8121680000
13.828019172741403,55.42748186533656,8623993070
13.82561012093592,55.42583976292315,8623993070
14.152090878974654,56.0314738724488,9004283241
13.766896915388214,56.16023632205652,9307090042
14.15260786622968,56.03631875558934,9004283241
12.690470351391534,56.04831653320893,8324181216
14.152361986817095,56.025844690947224,9004283241
12.999698662087605,55.60796679807202,8000087071
14.153371270940738,56.0309101563163,9004283241
13.159650589170706,55.37204742864278,8707186239
12.701733954405448,56.04530721237385,8324181216
13.162938169037721,55.37953364099554,8707186239
14.147426902915461,56.02509683506836,9004283241
13.770310169108946,56.157759833962544,9307090042
13.764153154970336,56.158653526665745,9307090042
13.761914631205215,56.16459957275063,9307090042
12.695567961961201,56.04275938233435,8324181216
12.690030207150285,56.03756397847788,8324181216
13.765149914585493,56.1584372714365,9307090042
13.763429145384448,56.15844171840503,9307090042
13.184587238900702,55.71139358632922,8121680000
13.193243353290569,55.709559570336765,8121680000
13.159942589797573,55.36996448193757,8707186239
13.157954894093342,55.37016410620705,8707186239
13.186175873372445,55.704006805666076,8121680000
13.187140757882336,55.70625923041697,8121680000
13.817218595149386,55.42680809344146,8623993070
13.189940280717893,55.705233460134544,8121680000
14.149027504340815,56.028611931277844,9004283241
14.151375751210294,56.03335122819818,9004283241
13.758504020968779,56.16295456808727,9307090042
13.769320512022686,56.154803385815775,9307090042
12.695120165061605,56.043096055220396,8324181216
13.829351252704704,55.43449416901583,8623993070
13.762714338619421,56.158403046561716,9307090042
12.699205802476127,56.04489060573182,8324181216
13.162825394407921,55.370029849236104,8707186239
13.762766618071378,56.15781053435216,9307090042
12.693069807329278,56.036254334041004,8324181216
13.82535111521693,55.423782083773204,8623993070
14.151779366588116,56.02676786855404,9004283241
12.697671189399347,56.040120941736745,8324181216
13.182193740901218,55.70870141135356,8121680000
12.696503687791825,56.05010661153043,8324181216
12.696848931706151,56.04493938909194,8324181216
12.996084237381465,55.61363474183793,8000087071
13.764277745274287,56.15239819423666,9307090042
13.190656825017655,55.710783955089155,8121680000
13.763388487123946,56.15352463991785,9307090042
12.99569768322562,55.60545755208937,8000087071
13.00340406855097,55.61158183959297,8000087071
13.166646276301314,55.37155397356712,8707186239
13.763635775221081,56.15837484576418,9307090042
12.996517105244974,55.609916414258784,8000087071
13.157225238939375,55.36801527290481,8707186239
13.765146142507431,56.15554995409821,9307090042
13.764859858454733,56.159490173624995,9307090042
13.160164975624069,55.37201061612757,8707186239
13.76287747345052,56.16034409053778,9307090042
13.0010698528351,55.609485852519065,8000087071
13.817382309411828,55.42592003261525,8623993070
12.99909058293607,55.60805443961532,8000087071
13.158930856397731,55.37500239908658,8707186239
13.18292610752689,55.70218062172322,8121680000
13.818857402923813,55.428834242894936,8623993070
12.998056544224632,55.61565609274948,8000087071
14.154050231945426,56.0318390654685,9004283241
13.156775338978731,55.364787606694215,8707186239
13.162368257417615,55.371614155038564,8707186239
12.693480436892074,56.042893548319896,8324181216
13.818436264394526,55.43108544112658,8623993070
13.183481083820775,55.704445373865006,8121680000
13.160650110274782,55.37238361729365,8707186239
12.692829704032253,56.045266236706354,8324181216
13.165076393811365,55.36616371668097,8707186239
14.150116151827998,56.024444178671004,9004283241
14.152773398560289,56.02443603276882,9004283241
